,0
33758,15
33759,1
33760,10
33761,10
33762,6
33763,9
33764,12
33765,12
33766,7
33767,14
33768,18
33769,11
33770,6
33771,12
33772,1
33773,16
33774,2
33775,1
33776,6
33777,12
33778,6
33779,10
33780,11
33781,2
33782,15
33783,19
33784,7
33785,2
33786,18
33787,15
33788,8
33789,10
33790,17
33791,19
33792,10
33793,15
33794,14
33795,10
33796,13
33797,15
33798,15
33799,15
33800,13
33801,13
33802,12
33803,9
33804,19
33805,5
33806,1
33807,2
33808,15
33809,9
33810,15
33811,13
33812,8
33813,19
33814,4
33815,10
33816,2
33817,13
33818,4
33819,18
33820,12
33821,11
33822,0
33823,0
33824,18
33825,6
33826,6
33827,7
33828,5
33829,18
33830,9
33831,9
33832,2
33833,18
33834,9
33835,9
33836,14
33837,2
33838,17
33839,2
33840,4
33841,13
33842,4
33843,0
33844,5
33845,8
33846,8
33847,12
33848,11
33849,10
33850,0
33851,4
33852,1
33853,0
33854,19
33855,1
33856,13
33857,0
33858,7
33859,12
33860,12
33861,19
33862,19
33863,19
33864,5
33865,1
33866,4
33867,9
33868,7
33869,14
33870,5
33871,7
33872,4
33873,17
33874,9
33875,2
33876,13
33877,12
33878,4
33879,9
33880,6
33881,13
33882,10
33883,12
33884,19
33885,12
33886,17
33887,12
33888,19
33889,15
33890,13
33891,8
33892,15
33893,17
33894,0
33895,2
33896,4
33897,0
33898,7
33899,17
33900,14
33901,9
33902,14
33903,1
33904,7
33905,1
33906,12
33907,10
33908,2
33909,14
33910,11
33911,6
33912,4
33913,10
33914,12
33915,18
33916,12
33917,11
33918,9
33919,9
33920,10
33921,2
33922,14
33923,2
33924,1
33925,7
33926,12
33927,13
33928,10
33929,4
33930,11
33931,2
33932,10
33933,19
33934,11
33935,17
33936,12
33937,7
33938,1
33939,2
33940,2
33941,19
33942,18
33943,11
33944,2
33945,8
33946,1
33947,13
33948,19
33949,5
33950,10
33951,12
33952,12
33953,17
33954,4
33955,17
33956,2
33957,2
33958,5
33959,5
33960,5
33961,13
33962,13
33963,17
33964,8
33965,7
33966,10
33967,0
33968,1
33969,0
33970,14
33971,5
33972,4
33973,4
33974,12
33975,17
33976,15
33977,19
33978,18
33979,6
33980,19
33981,10
33982,17
33983,11
33984,8
33985,11
33986,17
33987,17
33988,9
33989,7
33990,0
33991,4
33992,12
33993,17
33994,12
33995,7
33996,14
33997,2
33998,9
33999,4
34000,12
34001,15
34002,15
34003,7
34004,9
34005,11
34006,14
34007,12
34008,10
34009,2
34010,5
34011,18
34012,6
34013,0
34014,1
34015,2
34016,5
34017,6
34018,7
34019,14
34020,2
34021,9
34022,2
34023,15
34024,12
34025,15
34026,7
34027,0
34028,4
34029,8
34030,8
34031,10
34032,1
34033,14
34034,8
34035,12
34036,0
34037,11
34038,12
34039,19
34040,4
34041,17
34042,7
34043,17
34044,4
34045,4
34046,7
34047,5
34048,11
34049,8
34050,0
34051,0
34052,0
34053,0
34054,1
34055,10
34056,18
34057,1
34058,6
34059,13
34060,6
34061,7
34062,7
34063,15
34064,6
34065,6
34066,2
34067,0
34068,12
34069,12
34070,15
34071,15
34072,19
34073,17
34074,18
34075,19
34076,11
34077,7
34078,13
34079,17
34080,1
34081,10
34082,11
34083,6
34084,11
34085,14
34086,4
34087,19
34088,12
34089,6
34090,15
34091,17
34092,1
34093,5
34094,13
34095,6
34096,0
34097,15
34098,7
34099,0
34100,15
34101,10
34102,2
34103,6
34104,12
34105,15
34106,8
34107,3
34108,2
34109,14
34110,10
34111,0
34112,0
34113,5
34114,15
34115,14
34116,17
34117,8
34118,18
34119,1
34120,18
34121,4
34122,11
34123,19
34124,4
34125,15
34126,10
34127,16
34128,7
34129,19
34130,0
34131,18
34132,6
34133,11
34134,9
34135,4
34136,4
34137,1
34138,1
34139,1
34140,10
34141,19
34142,11
34143,13
34144,0
34145,16
34146,9
34147,18
34148,0
34149,10
34150,6
34151,7
34152,6
34153,19
34154,5
34155,2
34156,13
34157,0
34158,19
34159,0
34160,18
34161,12
34162,17
34163,12
34164,17
34165,1
34166,5
34167,8
34168,8
34169,5
34170,9
34171,11
34172,12
34173,8
34174,10
34175,4
34176,1
34177,11
34178,2
34179,17
34180,8
34181,17
34182,17
34183,15
34184,11
34185,10
34186,7
34187,1
34188,7
34189,15
34190,1
34191,8
34192,15
34193,8
34194,14
34195,9
34196,5
34197,7
34198,17
34199,19
34200,8
34201,19
34202,16
34203,6
34204,11
34205,13
34206,0
34207,0
34208,13
34209,0
34210,9
34211,17
34212,4
34213,1
34214,8
34215,2
34216,1
34217,14
34218,4
34219,7
34220,4
34221,4
34222,18
34223,15
34224,16
34225,13
34226,13
34227,19
34228,2
34229,7
34230,5
34231,13
34232,1
34233,5
34234,9
34235,4
34236,5
34237,17
34238,8
34239,9
34240,9
34241,9
34242,4
34243,14
34244,17
34245,10
34246,9
34247,14
34248,6
34249,4
34250,10
34251,0
34252,8
34253,11
34254,10
34255,14
34256,6
34257,0
34258,9
34259,12
34260,15
34261,6
34262,18
34263,1
34264,10
34265,8
34266,4
34267,5
34268,2
34269,7
34270,11
34271,6
34272,16
34273,9
34274,19
34275,6
34276,1
34277,6
34278,1
34279,9
34280,17
34281,6
34282,1
34283,10
34284,8
34285,14
34286,15
34287,7
34288,13
34289,18
34290,6
34291,6
34292,5
34293,19
34294,2
34295,15
34296,5
34297,0
34298,17
34299,18
34300,11
34301,5
34302,7
34303,2
34304,13
34305,8
34306,0
34307,12
34308,9
34309,2
34310,8
34311,7
34312,0
34313,1
34314,7
34315,5
34316,10
34317,8
34318,15
34319,1
34320,11
34321,12
34322,12
34323,18
34324,12
34325,13
34326,6
34327,10
34328,11
34329,5
34330,10
34331,4
34332,2
34333,7
34334,19
34335,10
34336,13
34337,12
34338,19
34339,5
34340,18
34341,13
34342,12
34343,17
34344,5
34345,0
34346,6
34347,1
34348,16
34349,17
34350,10
34351,10
34352,2
34353,8
34354,16
34355,11
34356,17
34357,8
34358,10
34359,15
34360,13
34361,7
34362,8
34363,10
34364,2
34365,12
34366,11
34367,6
34368,18
34369,6
34370,2
34371,11
34372,5
34373,17
34374,15
34375,15
34376,13
34377,0
34378,5
34379,8
34380,0
34381,4
34382,6
34383,14
34384,8
34385,0
34386,17
34387,9
34388,1
34389,14
34390,2
34391,18
34392,14
34393,1
34394,1
34395,9
34396,10
34397,19
34398,17
34399,5
34400,0
34401,17
34402,16
34403,2
34404,12
34405,0
34406,5
34407,9
34408,0
34409,5
34410,18
34411,10
34412,0
34413,1
34414,0
34415,0
34416,4
34417,6
34418,18
34419,7
34420,9
34421,12
34422,2
34423,1
34424,19
34425,15
34426,14
34427,18
34428,2
34429,6
34430,7
34431,11
34432,8
34433,2
34434,5
34435,18
34436,0
34437,2
34438,5
34439,19
34440,4
34441,5
34442,15
34443,16
34444,7
34445,5
34446,9
34447,18
34448,9
34449,13
34450,11
34451,11
34452,9
34453,1
34454,15
34455,14
34456,0
34457,7
34458,0
34459,6
34460,4
34461,2
34462,18
34463,1
34464,10
34465,18
34466,10
34467,6
34468,6
34469,15
34470,5
34471,5
34472,17
34473,5
34474,8
34475,1
34476,15
34477,17
34478,2
34479,17
34480,7
34481,19
34482,4
34483,12
34484,0
34485,5
34486,9
34487,5
34488,1
34489,9
34490,10
34491,8
34492,12
34493,13
34494,4
34495,2
34496,7
34497,8
34498,18
34499,7
34500,1
34501,10
34502,0
34503,13
34504,5
34505,5
34506,17
34507,11
34508,15
34509,19
34510,9
34511,17
34512,1
34513,17
34514,4
34515,6
34516,18
34517,9
34518,10
34519,18
34520,17
34521,1
34522,18
34523,18
34524,17
34525,19
34526,0
34527,15
34528,2
34529,17
34530,9
34531,9
34532,4
34533,10
34534,15
34535,5
34536,19
34537,18
34538,12
34539,7
34540,9
34541,0
34542,13
34543,0
34544,15
34545,15
34546,12
34547,16
34548,18
34549,6
34550,11
34551,1
34552,11
34553,8
34554,19
34555,18
34556,7
34557,15
34558,15
34559,15
34560,5
34561,5
34562,5
34563,14
34564,18
34565,10
34566,8
34567,10
34568,2
34569,19
34570,9
34571,9
34572,10
34573,13
34574,8
34575,11
34576,18
34577,19
34578,4
34579,2
34580,17
34581,12
34582,2
34583,11
34584,2
34585,6
34586,17
34587,4
34588,15
34589,1
34590,3
34591,18
34592,6
34593,7
34594,4
34595,1
34596,12
34597,17
34598,0
34599,17
34600,19
34601,1
34602,16
34603,10
34604,19
34605,2
34606,10
34607,8
34608,14
34609,8
34610,19
34611,12
34612,9
34613,8
34614,1
34615,3
34616,7
34617,9
34618,3
34619,19
34620,7
34621,17
34622,7
34623,16
34624,1
34625,10
34626,5
34627,11
34628,5
34629,15
34630,2
34631,17
34632,2
34633,17
34634,12
34635,10
34636,12
34637,9
34638,11
34639,0
34640,18
34641,13
34642,17
34643,9
34644,13
34645,2
34646,17
34647,0
34648,11
34649,9
34650,12
34651,3
34652,7
34653,19
34654,8
34655,2
34656,7
34657,18
34658,14
34659,0
34660,0
34661,15
34662,15
34663,5
34664,5
34665,19
34666,9
34667,13
34668,8
34669,14
34670,11
34671,5
34672,18
34673,5
34674,12
34675,1
34676,15
34677,4
34678,19
34679,14
34680,19
34681,18
34682,18
34683,1
34684,4
34685,11
34686,12
34687,10
34688,19
34689,14
34690,6
34691,14
34692,12
34693,9
34694,8
34695,11
34696,10
34697,17
34698,17
34699,1
34700,17
34701,18
34702,17
34703,14
34704,10
34705,12
34706,13
34707,4
34708,4
34709,18
34710,1
34711,18
34712,12
34713,2
34714,12
34715,13
34716,15
34717,18
34718,4
34719,15
34720,5
34721,10
34722,15
34723,9
34724,1
34725,17
34726,4
34727,15
34728,1
34729,19
34730,4
34731,18
34732,5
34733,19
34734,7
34735,16
34736,17
34737,14
34738,0
34739,13
34740,17
34741,8
34742,4
34743,16
34744,9
34745,18
34746,18
34747,11
34748,17
34749,17
34750,15
34751,1
34752,16
34753,15
34754,15
34755,13
34756,12
34757,14
34758,0
34759,16
34760,14
34761,9
34762,18
34763,19
34764,4
34765,15
34766,15
34767,7
34768,11
34769,10
34770,1
34771,11
34772,17
34773,18
34774,9
34775,7
34776,19
34777,1
34778,11
34779,10
34780,5
34781,17
34782,19
34783,7
34784,9
34785,18
34786,19
34787,12
34788,8
34789,12
34790,13
34791,15
34792,12
34793,10
34794,12
34795,10
34796,7
34797,5
34798,18
34799,13
34800,1
34801,19
34802,10
34803,12
34804,16
34805,18
34806,4
34807,18
34808,5
34809,9
34810,2
34811,0
34812,12
34813,7
34814,14
34815,1
34816,5
34817,19
34818,4
34819,18
34820,10
34821,1
34822,4
34823,7
34824,13
34825,17
34826,8
34827,8
34828,8
34829,6
34830,7
34831,18
34832,16
34833,0
34834,17
34835,15
34836,0
34837,18
34838,17
34839,19
34840,10
34841,19
34842,8
34843,6
34844,10
34845,9
34846,4
34847,4
34848,17
34849,1
34850,17
34851,5
34852,9
34853,4
34854,15
34855,9
34856,18
34857,16
34858,19
34859,10
34860,0
34861,12
34862,19
34863,9
34864,2
34865,14
34866,15
34867,6
34868,5
34869,6
34870,18
34871,5
34872,15
34873,9
34874,18
34875,11
34876,5
34877,5
34878,17
34879,12
34880,19
34881,4
34882,19
34883,2
34884,10
34885,15
34886,1
34887,5
34888,3
34889,2
34890,6
34891,15
34892,15
34893,14
34894,8
34895,9
34896,5
34897,12
34898,11
34899,2
34900,8
34901,5
34902,6
34903,10
34904,6
34905,13
34906,0
34907,4
34908,0
34909,12
34910,5
34911,18
34912,5
34913,11
34914,4
34915,10
34916,12
34917,14
34918,2
34919,2
34920,13
34921,19
34922,10
34923,2
34924,14
34925,9
34926,7
34927,18
34928,12
34929,4
34930,15
34931,4
34932,19
34933,19
34934,6
34935,0
34936,8
34937,9
34938,18
34939,11
34940,8
34941,11
34942,10
34943,9
34944,11
34945,19
34946,15
34947,6
34948,16
34949,12
34950,10
34951,2
34952,19
34953,12
34954,17
34955,4
34956,4
34957,4
34958,19
34959,15
34960,0
34961,6
34962,14
34963,14
34964,18
34965,2
34966,14
34967,9
34968,10
34969,1
34970,17
34971,12
34972,15
34973,14
34974,6
34975,4
34976,9
34977,19
34978,0
34979,18
34980,18
34981,10
34982,2
34983,7
34984,7
34985,5
34986,17
34987,4
34988,17
34989,19
34990,17
34991,14
34992,11
34993,18
34994,17
34995,1
34996,6
34997,13
34998,19
34999,6
35000,12
35001,17
35002,13
35003,17
35004,18
35005,18
35006,0
35007,11
35008,17
35009,1
35010,18
35011,0
35012,8
35013,5
35014,0
35015,5
35016,8
35017,6
35018,5
35019,6
35020,19
35021,1
35022,11
35023,15
35024,14
35025,12
35026,0
35027,2
35028,9
35029,19
35030,10
35031,15
35032,15
35033,2
35034,0
35035,4
35036,10
35037,16
35038,17
35039,9
35040,5
35041,19
35042,2
35043,11
35044,15
35045,14
35046,14
35047,12
35048,19
35049,1
35050,16
35051,4
35052,0
35053,19
35054,18
35055,18
35056,7
35057,5
35058,13
35059,1
35060,4
35061,6
35062,11
35063,12
35064,13
35065,18
35066,5
35067,17
35068,6
35069,1
35070,0
35071,17
35072,6
35073,5
35074,18
35075,11
35076,12
35077,19
35078,18
35079,5
35080,13
35081,5
35082,14
35083,19
35084,4
35085,2
35086,8
35087,7
35088,11
35089,17
35090,8
35091,12
35092,11
35093,14
35094,18
35095,4
35096,5
35097,7
35098,19
35099,17
35100,6
35101,1
35102,4
35103,18
35104,4
35105,9
35106,2
35107,1
35108,12
35109,2
35110,5
35111,12
35112,0
35113,18
35114,12
35115,5
35116,18
35117,7
35118,17
35119,15
35120,9
35121,4
35122,2
35123,7
35124,7
35125,6
35126,14
35127,2
35128,17
35129,4
35130,12
35131,18
35132,11
35133,19
35134,2
35135,11
35136,1
35137,10
35138,6
35139,0
35140,13
35141,18
35142,11
35143,12
35144,16
35145,19
35146,10
35147,14
35148,7
35149,19
35150,4
35151,5
35152,2
35153,5
35154,17
35155,15
35156,17
35157,11
35158,9
35159,12
35160,4
35161,9
35162,16
35163,9
35164,0
35165,0
35166,2
35167,4
35168,7
35169,13
35170,17
35171,17
35172,4
35173,7
35174,6
35175,8
35176,16
35177,16
35178,6
35179,15
35180,16
35181,2
35182,2
35183,17
35184,2
35185,14
35186,8
35187,4
35188,16
35189,7
35190,0
35191,4
35192,11
35193,19
35194,17
35195,12
35196,2
35197,0
35198,8
35199,19
35200,1
35201,17
35202,13
35203,14
35204,0
35205,7
35206,15
35207,1
35208,0
35209,8
35210,7
35211,7
35212,19
35213,16
35214,4
35215,8
35216,7
35217,14
35218,10
35219,0
35220,14
35221,14
35222,19
35223,19
35224,5
35225,0
35226,19
35227,17
35228,7
35229,2
35230,0
35231,14
35232,18
35233,1
35234,15
35235,13
35236,8
35237,11
35238,13
35239,19
35240,19
35241,7
35242,13
35243,18
35244,0
35245,2
35246,19
35247,9
35248,5
35249,6
35250,4
35251,9
35252,2
35253,8
35254,11
35255,17
35256,13
35257,14
35258,6
35259,10
35260,13
35261,14
35262,0
35263,15
35264,7
35265,10
35266,9
35267,7
35268,7
35269,12
35270,0
35271,9
35272,3
35273,4
35274,9
35275,7
35276,18
35277,9
35278,17
35279,19
35280,8
35281,7
35282,12
35283,11
35284,2
35285,18
35286,14
35287,3
35288,13
35289,2
35290,0
35291,12
35292,17
35293,13
35294,1
35295,4
35296,17
35297,19
35298,6
35299,12
35300,7
35301,8
35302,1
35303,15
35304,7
35305,11
35306,12
35307,11
35308,17
35309,11
35310,1
35311,12
35312,17
35313,0
35314,12
35315,15
35316,17
35317,6
35318,8
35319,6
35320,10
35321,12
35322,6
35323,17
35324,1
35325,15
35326,18
35327,6
35328,6
35329,11
35330,5
35331,18
35332,9
35333,2
35334,7
35335,1
35336,1
35337,7
35338,18
35339,11
35340,12
35341,0
35342,15
35343,2
35344,10
35345,17
35346,0
35347,11
35348,7
35349,8
35350,4
35351,1
35352,0
35353,0
35354,5
35355,6
35356,18
35357,6
35358,4
35359,0
35360,16
35361,12
35362,14
35363,13
35364,9
35365,0
35366,7
35367,5
35368,1
35369,2
35370,15
35371,6
35372,6
35373,8
35374,17
35375,9
35376,8
35377,1
35378,12
35379,18
35380,4
35381,12
35382,9
35383,13
35384,12
35385,17
35386,6
35387,0
35388,4
35389,9
35390,0
35391,10
35392,19
35393,1
35394,13
35395,4
35396,8
35397,16
35398,9
35399,5
35400,11
35401,10
35402,7
35403,12
35404,15
35405,11
35406,7
35407,7
35408,2
35409,11
35410,6
35411,17
35412,2
35413,1
35414,2
35415,15
35416,16
35417,8
35418,10
35419,8
35420,5
35421,10
35422,18
35423,18
35424,11
35425,0
35426,7
35427,18
35428,4
35429,5
35430,13
35431,9
35432,10
35433,17
35434,0
35435,10
35436,10
35437,5
35438,0
35439,17
35440,5
35441,6
35442,19
35443,9
35444,11
35445,0
35446,0
35447,7
35448,18
35449,8
35450,12
35451,4
35452,19
35453,9
35454,10
35455,10
35456,8
35457,12
35458,7
35459,0
35460,11
35461,13
35462,0
35463,17
35464,13
35465,1
35466,15
35467,3
35468,12
35469,13
35470,3
35471,11
35472,0
35473,13
35474,9
35475,12
35476,4
35477,11
35478,5
35479,6
35480,8
35481,4
35482,15
35483,18
35484,19
35485,7
35486,5
35487,2
35488,5
35489,11
35490,12
35491,17
35492,5
35493,6
35494,7
35495,9
35496,11
35497,15
35498,14
35499,5
35500,2
35501,13
35502,19
35503,7
35504,5
35505,10
35506,18
35507,10
35508,11
35509,10
35510,17
35511,2
35512,5
35513,4
35514,15
35515,17
35516,6
35517,18
35518,7
35519,6
35520,6
35521,7
35522,0
35523,18
35524,7
35525,18
35526,19
35527,12
35528,1
35529,6
35530,1
35531,13
35532,8
35533,0
35534,8
35535,5
35536,8
35537,0
35538,12
35539,6
35540,10
35541,18
35542,11
35543,16
35544,1
35545,1
35546,15
35547,6
35548,17
35549,15
35550,19
35551,5
35552,16
35553,14
35554,17
35555,17
35556,5
35557,8
35558,18
35559,6
35560,12
35561,3
35562,5
35563,16
35564,18
35565,2
35566,7
35567,12
35568,7
35569,17
35570,4
35571,4
35572,11
35573,2
35574,13
35575,10
35576,10
35577,12
35578,8
35579,12
35580,14
35581,16
35582,5
35583,13
35584,19
35585,1
35586,15
35587,11
35588,5
35589,5
35590,4
35591,17
35592,8
35593,18
35594,15
35595,14
35596,15
35597,8
35598,0
35599,15
35600,1
35601,0
35602,17
35603,1
35604,13
35605,4
35606,7
35607,4
35608,2
35609,7
35610,12
35611,15
35612,9
35613,11
35614,2
35615,12
35616,9
35617,9
35618,15
35619,3
35620,17
35621,19
35622,5
35623,5
35624,12
35625,10
35626,8
35627,7
35628,18
35629,9
35630,14
35631,14
35632,2
35633,19
35634,7
35635,4
35636,6
35637,4
35638,9
35639,14
35640,4
35641,12
35642,13
35643,15
35644,3
35645,5
35646,2
35647,19
35648,1
35649,19
35650,19
35651,6
35652,12
35653,1
35654,18
35655,1
35656,1
35657,1
35658,13
35659,12
35660,13
35661,4
35662,4
35663,8
35664,10
35665,1
35666,12
35667,6
35668,19
35669,10
35670,4
35671,7
35672,1
35673,7
35674,18
35675,11
35676,9
35677,6
35678,6
35679,9
35680,4
35681,11
35682,6
35683,13
35684,17
35685,12
35686,10
35687,15
35688,1
35689,4
35690,15
35691,17
35692,18
35693,0
35694,18
35695,2
35696,9
35697,5
35698,15
35699,16
35700,8
35701,19
35702,14
35703,16
35704,8
35705,10
35706,2
35707,18
35708,0
35709,9
35710,18
35711,7
35712,15
35713,19
35714,11
35715,19
35716,15
35717,6
35718,19
35719,9
35720,6
35721,5
35722,7
35723,7
35724,16
35725,5
35726,9
35727,4
35728,9
35729,19
35730,19
35731,0
35732,17
35733,15
35734,18
35735,7
35736,17
35737,2
35738,2
35739,15
35740,13
35741,12
35742,9
35743,12
35744,5
35745,4
35746,0
35747,10
35748,4
35749,4
35750,19
35751,14
35752,6
35753,14
35754,15
35755,15
35756,12
35757,5
35758,0
35759,7
35760,18
35761,11
35762,2
35763,17
35764,10
35765,4
35766,10
35767,13
35768,17
35769,14
35770,15
35771,7
35772,15
35773,13
35774,7
35775,15
35776,19
35777,9
35778,0
35779,18
35780,9
35781,12
35782,14
35783,0
35784,6
35785,4
35786,0
35787,1
35788,11
35789,12
35790,8
35791,12
35792,15
35793,1
35794,9
35795,5
35796,15
35797,4
35798,9
35799,11
35800,2
35801,13
35802,11
35803,4
35804,4
35805,12
35806,17
35807,2
35808,0
35809,9
35810,11
35811,8
35812,19
35813,0
35814,6
35815,11
35816,0
35817,18
35818,1
35819,18
35820,11
35821,8
35822,15
35823,4
35824,15
35825,17
35826,5
35827,5
35828,12
35829,10
35830,2
35831,12
35832,12
35833,7
35834,5
35835,7
35836,19
35837,9
35838,17
35839,15
35840,16
35841,3
35842,12
35843,9
35844,18
35845,12
35846,5
35847,7
35848,18
35849,7
35850,5
35851,11
35852,11
35853,7
35854,10
35855,14
35856,2
35857,4
35858,8
35859,2
35860,0
35861,17
35862,0
35863,7
35864,7
35865,2
35866,14
35867,10
35868,10
35869,17
35870,13
35871,3
35872,16
35873,10
35874,15
35875,7
35876,9
35877,11
35878,17
35879,11
35880,13
35881,19
35882,0
35883,8
35884,5
35885,5
35886,6
35887,12
35888,9
35889,1
35890,10
35891,9
35892,13
35893,19
35894,10
35895,4
35896,0
35897,11
35898,13
35899,15
35900,19
35901,4
35902,4
35903,9
35904,5
35905,1
35906,12
35907,10
35908,3
35909,5
35910,4
35911,0
35912,10
35913,11
35914,13
35915,19
35916,14
35917,18
35918,4
35919,7
35920,2
35921,11
35922,11
35923,17
35924,10
35925,11
35926,17
35927,1
35928,19
35929,4
35930,9
35931,6
35932,18
35933,5
35934,17
35935,13
35936,18
35937,18
35938,2
35939,14
35940,14
35941,10
35942,7
35943,2
35944,18
35945,11
35946,1
35947,17
35948,11
35949,17
35950,13
35951,9
35952,11
35953,17
35954,4
35955,4
35956,19
35957,12
35958,13
35959,4
35960,10
35961,1
35962,11
35963,8
35964,7
35965,11
35966,13
35967,9
35968,1
35969,13
35970,16
35971,19
35972,7
35973,13
35974,2
35975,2
35976,10
35977,1
35978,19
35979,7
35980,5
35981,12
35982,7
35983,6
35984,9
35985,13
35986,12
35987,9
35988,13
35989,6
35990,14
35991,2
35992,1
35993,7
35994,10
35995,15
35996,15
35997,13
35998,8
35999,17
36000,18
36001,12
36002,5
36003,9
36004,6
36005,0
36006,15
36007,14
36008,12
36009,13
36010,19
36011,10
36012,18
36013,12
36014,7
36015,6
36016,1
36017,10
36018,1
36019,13
36020,15
36021,13
36022,7
36023,12
36024,9
36025,12
36026,4
36027,5
36028,17
36029,0
36030,0
36031,1
36032,0
36033,4
36034,11
36035,0
36036,11
36037,15
36038,17
36039,6
36040,10
36041,7
36042,18
36043,10
36044,4
36045,9
36046,6
36047,0
36048,7
36049,4
36050,15
36051,5
36052,6
36053,9
36054,5
36055,8
36056,1
36057,11
36058,7
36059,1
36060,17
36061,5
36062,8
36063,5
36064,17
36065,8
36066,9
36067,14
36068,4
36069,18
36070,15
36071,13
36072,10
36073,1
36074,10
36075,18
36076,19
36077,9
36078,19
36079,10
36080,9
36081,16
36082,13
36083,12
36084,6
36085,1
36086,2
36087,18
36088,10
36089,11
36090,10
36091,5
36092,7
36093,7
36094,2
36095,18
36096,0
36097,8
36098,12
36099,4
36100,15
36101,10
36102,1
36103,17
36104,12
36105,13
36106,5
36107,11
36108,4
36109,5
36110,4
36111,10
36112,19
36113,4
36114,11
36115,4
36116,13
36117,6
36118,10
36119,7
36120,6
36121,5
36122,14
36123,6
36124,10
36125,7
36126,2
36127,8
36128,0
36129,1
36130,12
36131,12
36132,11
36133,6
36134,12
36135,0
36136,2
36137,17
36138,10
36139,15
36140,9
36141,10
36142,19
36143,6
36144,8
36145,19
36146,2
36147,10
36148,6
36149,19
36150,12
36151,12
36152,4
36153,18
36154,19
36155,5
36156,6
36157,9
36158,18
36159,0
36160,2
36161,5
36162,10
36163,7
36164,7
36165,4
36166,13
36167,5
36168,2
36169,18
36170,19
36171,18
36172,4
36173,10
36174,1
36175,15
36176,12
36177,3
36178,15
36179,7
36180,11
36181,10
36182,1
36183,19
36184,15
36185,12
36186,11
36187,9
36188,11
36189,6
36190,0
36191,5
36192,13
36193,7
36194,17
36195,6
36196,7
36197,0
36198,7
36199,17
36200,1
36201,2
36202,2
36203,17
36204,10
36205,4
36206,0
36207,18
36208,0
36209,9
36210,12
36211,2
36212,1
36213,18
36214,15
36215,15
36216,18
36217,0
36218,9
36219,6
36220,0
36221,6
36222,17
36223,7
36224,6
36225,9
36226,17
36227,17
36228,14
36229,7
36230,6
36231,2
36232,7
36233,4
36234,4
36235,1
36236,13
36237,8
36238,15
36239,6
36240,11
36241,10
36242,11
36243,8
36244,4
36245,4
36246,2
36247,0
36248,6
36249,17
36250,11
36251,5
36252,9
36253,14
36254,0
36255,11
36256,0
36257,4
36258,5
36259,6
36260,5
36261,4
36262,16
36263,8
36264,7
36265,10
36266,17
36267,4
36268,11
36269,7
36270,9
36271,15
36272,0
36273,7
36274,19
36275,7
36276,15
36277,4
36278,10
36279,7
36280,6
36281,9
36282,4
36283,2
36284,6
36285,1
36286,6
36287,12
36288,14
36289,6
36290,19
36291,5
36292,15
36293,11
36294,10
36295,0
36296,11
36297,7
36298,13
36299,2
36300,11
36301,15
36302,19
36303,9
36304,0
36305,15
36306,10
36307,11
36308,9
36309,0
36310,4
36311,7
36312,5
36313,8
36314,5
36315,4
36316,6
36317,8
36318,19
36319,15
36320,0
36321,15
36322,18
36323,8
36324,6
36325,10
36326,11
36327,12
36328,19
36329,6
36330,18
36331,18
36332,10
36333,5
36334,19
36335,10
36336,6
36337,15
36338,6
36339,12
36340,18
36341,4
36342,14
36343,7
36344,8
36345,7
36346,14
36347,13
36348,9
36349,10
36350,2
36351,5
36352,11
36353,12
36354,2
36355,6
36356,7
36357,5
36358,2
36359,16
36360,13
36361,1
36362,7
36363,13
36364,10
36365,8
36366,19
36367,4
36368,5
36369,19
36370,8
36371,12
36372,11
36373,12
36374,13
36375,7
36376,7
36377,4
36378,18
36379,7
36380,6
36381,10
36382,12
36383,17
36384,17
36385,19
36386,6
36387,11
36388,3
36389,18
36390,11
36391,0
36392,15
36393,18
36394,13
36395,2
36396,8
36397,1
36398,12
36399,2
36400,17
36401,14
36402,2
36403,14
36404,18
36405,17
36406,11
36407,7
36408,6
36409,4
36410,17
36411,18
36412,4
36413,11
36414,2
36415,12
36416,15
36417,0
36418,0
36419,11
36420,7
36421,18
36422,5
36423,7
36424,5
36425,11
36426,18
36427,13
36428,19
36429,10
36430,7
36431,16
36432,17
36433,15
36434,10
36435,10
36436,13
36437,13
36438,4
36439,8
36440,9
36441,19
36442,2
36443,2
36444,9
36445,6
36446,11
36447,4
36448,10
36449,15
36450,7
36451,9
36452,6
36453,7
36454,17
36455,10
36456,8
36457,4
36458,11
36459,1
36460,5
36461,9
36462,12
36463,15
36464,4
36465,18
36466,8
36467,2
36468,19
36469,5
36470,9
36471,10
36472,10
36473,10
36474,5
36475,15
36476,0
36477,8
36478,12
36479,2
36480,10
36481,1
36482,16
36483,8
36484,11
36485,7
36486,0
36487,9
36488,5
36489,4
36490,13
36491,8
36492,17
36493,6
36494,1
36495,8
36496,6
36497,7
36498,10
36499,5
36500,12
36501,7
36502,12
36503,12
36504,6
36505,17
36506,7
36507,6
36508,7
36509,9
36510,10
36511,6
36512,4
36513,19
36514,12
36515,10
36516,18
36517,4
36518,12
36519,6
36520,18
36521,2
36522,19
36523,18
36524,12
36525,18
36526,15
36527,15
36528,13
36529,5
36530,0
36531,7
36532,12
36533,5
36534,2
36535,9
36536,2
36537,1
36538,18
36539,0
36540,11
36541,19
36542,19
36543,6
36544,18
36545,6
36546,8
36547,15
36548,0
36549,6
36550,13
36551,4
36552,11
36553,17
36554,4
36555,0
36556,16
